上	IdA.IdA	i:ida
粤	NjUfAZ.NjAZ	naz:nua:njaz
否	GiJ.GiJ	gij
味	JBdKo.JBKo	jb:jbk:jbko
牌	NxNjEd.NxNE	nne:nxne
狂	QmC.QmC	qmc
約	ZRyS.ZRS	zrs:zrsa
內	LdOda.LdOd	ldod
居	XmEdJ.XmEJ	xej:xmej
康	TgXbKv.TgXK	txk:tgxk
气	My.My	my:myaa
民	YybHd.YybH	yh:yhd:yybh
测	VLoKd.VLKd	vl:vlk:vlkd
猫	QmEKi.QmEK	qmek
穿	WoHi.WoHi	whi:wohi
茶	EOdF.EOF	eof
進	WNi.WNi	niw:wni
際	YRsBk.YRBk	yrb:yrbk
兰	UaBd.UaBd	ubd:uabd
银	PXo.PXo	pxo:pxoa
奖	TiRsGd.TiRG	trg:tirg
实	WdTdGd.WdTG	wt:wtg:wdtg
密	WdWzMLl.WdML	ww:wdml
且	Lc.Lc	lc
冷	TdOdW.TdOW	to:tow:tdow
垃	BSu.BSu	bsu
春	Co.Co	co
股	QQx.QQx	qqx
获	EQmGdS.EQGS	eqg:eqgs
急	RXbWz.RXWz	rxw:rxwz
衣	SRh.SRh	sr:srh
任	NMB.NMB	nmb
嗎	JCu.JCu	jcu
插	DMeNb.DMNb	dmn:dmnb
町	KiAi.KiAi	kai:kiai:kwka
索	EdWwZ.EdWZ	edwz
望	ShQC.ShQC	sqc:shqc
並	UaKu.UaKu	uaku
批	DRrRr.DRRr	drr:drrr
藏	EHmZiH.EHZH	ehz:ehzh
買	LkLo.LkLo	llo:lklo
史	JOs.JOs	jos
灯	UoAi.UoAi	uoai
風	Qi.Qi	qia
鼠	NbZd.NbZd	nzd:nbzd
過	WLj.WLj	ljw:wlj
余	OdMf.OdMf	omf:odmf
嘉	BJUYmJ.BJYJ	bjj:bjyj
母	Zy.Zy	zy
沪	VWm.VWm	vwm
頭	AJUaGo.AJUG	aju:ajug
例	NARsKd.NARK	nar:nark
军	WwHe.WwHe	wh:wwh:wwhe
基	EcB.EcB	ecb
既	XoHRd.XoHR	xh:xhr:xohr
粉	UfOYd.UfOY	uoy:ufoy
肉	LdOdOd.LdOO	loo:ldoo
雅	HiNi.HiNi	hni:hini
准	TdNi.TdNi	tni:tdni
欲	OOJRo.OOJR	oor:oojr
绝	ZRYia.ZRYi	zry:zryi
赛	WdEbOLo.WdOL	weo:wdol
待	OiBDs.OiBD	obd:oibd
绿	ZXbKv.ZXKv	zxk:zxkv
血	MLka.MLka	mlka
階	YRrRrNk.YRRN	yrr:yrrn
電	FvKZ.FvKZ	fvk:fvkz
靠	MbJKc.MbJK	mjk:mbjk
亮	SJWwQd.SJWQ	sjw:sjwq
填	BEdLcO.BELO	be:brl:belo
紫	IiRrZ.IiRZ	irz:iirz
维	ZNi.ZNi	zni:znia
迪	WKia.WKia	kiaw:wkia
陪	YSuJ.YSJ	ysj
東	FK.FK	fkv:fkvv
样	FUc.FUc	fu:fuc
理	CKB.CKB	ckb
祝	WsJRd.WsJR	wjr:wsjr
纸	ZRh.ZRh	zrh:zrha
铁	PMbOd.PMOd	pm:pmo:pmod
辑	HeJCe.HeJC	hjc:hejc
搭	DEOdAJ.DEAJ	deaj
甲	Kib.Kib	kib
画	AKiZi.AKZi	akz:akzi
胜	QMc.QMc	qm:qmc
懂	UEMeKB.UEKB	uem:uekb
権	FMaANi.FMAN	fman
素	CiZ.CiZ	cz:ciz
府	TgNDs.TgND	tgnd
俺	NGdKZ.NGKZ	ngk:ngkz
冰	TdKv.TdKv	tkv:tdkv
刀	Yd.Yd	yd
唱	JKK.JKK	jkk
桥	FMGdNd.FMGN	fmg:fmgn
皮	Xi.Xi	xi
船	PyQJ.PyQJ	pyqj
论	SOdRr.SORr	sor:sorr
惊	USJKo.USJK	usj:usjk
汉	VXs.VXs	vx:vxs
舞	MaEARsMb.MaRM	mer:marm
苏	EYmO.EYO	eyo
鲁	RK.RK	rkv:rkvv
杀	OsF.OsF	osf
偶	NKLdZs.NKLZ	nklz
折	DPd.DPd	dpd
零	FvOdW.FvOW	fow:fvow
产	SuM.SuM	sug:sum
睡	LMeEB.LMEB	lme:lmeb
端	SuLlGl.SuLG	slg:sulg
采	PvF.PvF	pvf
國	JdHmJA.JdJA	jhj:jdja
推	DNi.DNi	dn:dni
破	GXi.GXi	gx:gxi
草	EKEd.EKEd	eked
雷	FvKi.FvKi	fki:fvki
富	WdAJKi.WdJK	waj:wdjk
施	SyMaYi.SyMY	symy
連	WFk.WFk	fkw:wfk
欄	FXdFLk.FXFL	fxf:fxfl
皆	RrRrNk.RrRN	rrn:rrrn
紧	KdXsZ.KdXZ	kxz:kdxz
致	HbMo.HbMo	hmo:hbmo
赚	LoUaXk.LoUX	lux:loux
鞋	EeBB.EeBB	ebb:eebb
顔	SUGPdGo.SUPG	supg
卷	UbYyb.UbYy	uy:uyy:ubyy
哟	JZRyS.JZRS	jzr:jzrs
問	XdJ.XdJ	xdj
宋	WdF.WdF	wdf
毛	Mh.Mh	mh
盒	OdAJLka.OdJL	oal:ojl:odjl
坊	BSy.BSy	bsy
巴	Yia.Yia	yia
底	TgRhS.TgRS	trs:tgrs
显	KKu.KKu	kku
玉	Cs.Cs	cs
硬	GAKOs.GAKO	gak:gako
總	ZNjRsWz.ZNRW	znr:znrw
鬼	Nj.Nj	nj:nja
齐	SoNd.SoNd	sn:sond
修	NIRsPd.NIRP	nir:nirp
嘛	JTgFF.JTFF	jtf:jtff
志	BWz.BWz	bwz
永	Sk.Sk	sk
菜	EPvF.EPF	epf
镜	PSuKRd.PSKR	psk:pskr
仔	NYa.NYa	nya
剑	OdBdVdKd.OdVK	obk:odvk
夢	ELkWwRs.ELWR	elw:elwr
币	MLi.MLi	mli
恩	JdWz.JdWz	jdw:jdwz
末	AF.AF	af:afv:afvv
创	OdYybKd.OdYK	oyk:odyk
恋	SkWz.SkWz	skwz
榜	FSuWwSyi.FSWS	fsu:fsws
秋	MfUo.MfUo	muo:mfuo
脚	QBZsY.QBZY	qbz:qbzy
苦	EEdJ.EEJ	eej
迷	WUf.WUf	ufw:wuf
眉	XmL.XmL	xml
纳	ZLdOd.ZLOd	zlo:zlod
莱	EBdKv.EBKv	ebkv
忍	YdSWz.YdSW	ysw:ydsw
档	FKoXb.FKXb	fkx:fkxb
週	WLdBJ.WLBJ	wlb:ldjw:wlbj
预	XsXIGo.XsIG	xxg:xxi:xsig
党	KoWwJRd.KoJR	kwr:kojr
命	OdAJY.OdJY	odjy
駅	CuXmS.CuXS	cuxs
丽	ALdLd.ALLd	all:alld
乱	MiZ.MiZ	miz
仙	NLl.NLl	nll
框	FHC.FHC	fhc
歳	IiHmAKo.IiAK	iiak
威	HmAZm.HmAZ	haz:hmaz
洗	VMbRd.VMRd	vmr:vmrd
蛋	XIiI.XII	xii
唐	TgXbJ.TgXJ	tgxj
嘴	JIiRrRLd.JIRL	jil:jir:jirl
徐	OiOdMf.OiOM	oom:oiom
痛	TXsLd.TXLd	txl:txld
聚	CeXsGq.CeXG	cxg:cexg
质	PdEdLo.PdEL	pel:pdel
遭	WEKkK.WEKK	wek:ekkw:wekk
伤	NMaYm.NMYm	nmy:nmym
怪	UXsB.UXB	uxb
持	DBDs.DBDs	db:dbd:dbds
透	WMfYM.WMYM	mfmw:wmym
妈	ZmX.ZmX	zmx
鸟	Rz.Rz	rz
偷	NOdAQKd.NOQK	noa:noqk
傳	NFkDs.NFDs	nfd:nfds
耳	Ce.Ce	ce
久	RS.RS	rsv:rsvv
借	NEaK.NEK	nek
官	WdY.WdY	wdy
族	SyMaMa.SyMM	smm:symm
沙	VKoM.VKM	vkm
爆	UoKEaOKv.UoOK	uke:uook
庄	TgB.TgB	tgb
忙	USh.USh	ush
背	TiRrQ.TiRQ	trq:tirq
昔	EaK.EaK	eak
虎	Ih.Ih	ih
項	BiGo.BiGo	bgo:bigo
喔	JXmHb.JXHb	jxh:jxhb
坏	BGi.BGi	bgi
床	TgF.TgF	tgf
江	VBi.VBi	vbi
击	BiZi.BiZi	bizi
圣	XsB.XsB	xsb
控	DWoBi.DWBi	dwb:dwbi
果	KF.KF	kf:kfv:kfvv
根	FXo.FXo	fxo
投	DQx.DQx	dqx
挂	DBB.DBB	dbb
案	WdZmF.WdZF	wzf:wdzf
治	VZsJ.VZJ	vzj
研	GAE.GAE	gae
種	MfMeKB.MfKB	mmk:mfkb
胡	EdJQ.EdJQ	ejq:edjq
胸	QRyOsZi.QROZ	qroz
诗	SBDs.SBDs	sbd:sbds
兩	ALiOdaOda.ALOO	aloo
巧	BiAZ.BiAZ	biaz
張	YzCh.YzCh	yzch
森	FFF.FFF	fff
瑞	CLlGl.CLGl	clg:clgl
記	SYy.SYy	syy
阳	YK.YK	yk:ykvv
吻	JRyOd.JROd	jrod
液	VSNRs.VSNR	vsn:vsnr
編	ZWmLd.ZWLd	zwl:zwld
附	YNDs.YNDs	ynd:ynds
赵	BoOs.BoOs	bos:boos
宫	WdJJ.WdJJ	wjj:wdjj
類	UfGdSGo.UfSG	ufsg
缘	ZZmGq.ZZGq	zzg:zzgq
逛	WQmC.WQC	qcw:wqc:qmcw
景	KSJKo.KSJK	ks:ksjk
沒	VYXs.VYXs	vyx:vyxs
粗	UfLc.UfLc	ulc:uflc
馬	Cu.Cu	cua
州	VdNd.VdNd	vn:vnd:vdnd
答	MOdAJ.MOAJ	moa:moaj
闪	TlOd.TlOd	tod:tlod
卫	YA.YA	yav:yavv
调	SLdBJ.SLBJ	sl:slb:slbj
冬	RsTd.RsTd	rtd:rstd
销	PKoQ.PKQ	pkq:pkqa
厚	GgKYa.GgKY	gky:ggky
報	BUbYXs.BUYX	buy:buyx
轮	HeOdRr.HeOR	hor:heor
喜	BJUJ.BJUJ	bju:bjuj
敬	ERyJMo.ERJM	erm:erjm
凡	Qda.Qda	qda
帽	LiKL.LiKL	lkl:likl
静	CiQRXb.CiRX	cqr:cirx
塑	UaZiQB.UaQB	uzb:uzq:uaqb
泡	VRy.VRy	vry
峰	LlRsCi.LlRC	lrc:llrc
键	PYXbBd.PYXB	pyx:pxby:pyxb
黒	KBUo.KBUo	kbuo
僕	NKuUc.NKUc	nku:nkuc
激	VNkSyMo.VNSM	vns:vnsm
寻	XbDs.XbDs	xds:xbds
资	TdRoLo.TdRL	trl:tdrl
软	HeRo.HeRo	hr:hero
開	XdAE.XdAE	xae:xdae
武	AHsIi.AHIi	ahi:ahii
笔	MMh.MMh	mmh
铺	PFb.PFb	pfb:pfba
然	RsGdSUo.RsSU	rgs:rssu
冲	TdJI.TdJI	tdj:tji:tdji
追	WMY.WMY	myw:wmy
异	YybE.YybE	yye:yybe
烟	UoJd.UoJd	ujd:uojd
患	JJIWz.JJIW	jjw:jjiw:jjwz
挺	DYMB.DYMB	dmdy:dymb
暗	KSuK.KSK	ksk
莫	EKGd.EKGd	ekg:ekgd
断	ZUfPd.ZUPd	zu:uzp:zup:ufzd:ufzp:zupd
境	BSuKRd.BSKR	bsk:bskr
切	HdYd.HdYd	hy:hyd:hdyd
姿	TdRoZm.TdRZ	trz:tdrz
结	ZBJ.ZBJ	zbj:zbja
互	BdZm.BdZm	bzm:bdzm
散	EaQMo.EaQM	eqm:eaqm
肤	QBdOd.QBOd	qbo:qbod
智	MaJK.MaJK	majk
惠	FkWz.FkWz	fwz:fkwz
湾	VSkYz.VSYz	vsyz
告	MbJ.MbJ	mbj
症	TAIi.TAIi	taii
肯	IiQ.IiQ	iq:iiq
邮	KiaY.KiaY	kiy:kiay
营	EWwJJ.EWJJ	ewj:ewjj
伴	NUb.NUb	nub
晕	KWwHe.KWHe	kwh:kwhe
观	XsLr.XsLr	xl:xlr:xslr
继	ZZUf.ZZUf	zuz:zzu:zuza:zzuf
員	JLo.JLo	jlo
露	FvJiRsJ.FvRJ	fjr:fvrj
养	UcNd.UcNd	und:ucnd
啥	JOdMi.JOMi	jom:jomi
株	FMbKo.FMKo	fmk:fmko
擦	DWdRsBk.DWRB	dwr:dwrb
業	KuUCk.KuUC	kua:kuc:kuuc
驻	XSC.XSC	xsc
念	OdAXWz.OdXW	osw:odxw
题	KAIiGo.KAIG	kag:kgo:kaig
关	UaGd.UaGd	uag:uagd
技	DEdXs.DEXs	dex:dexs
毒	CiZy.CiZy	czy:cizy
么	MZs.MZs	mzs
缺	MaEdZiXGd.MaXG	mx:mez:maxg
該	SSZOd.SSZO	ssz:sszo
谢	SNcDs.SNDs	snds
容	WoOJ.WoOJ	woj:wooj
职	CeJO.CeJO	cjo:cejo
导	YybDs.YybD	yyd:yybd
竟	SuKRd.SuKR	skr:sukr
製	MbLdKdSRh.MbSR	mbsr
較	FkSOOs.FkOO	fso:fkoo
消	VKoQ.VKQ	vk:vkq
独	QmI.QmI	qi:qmi
幅	LiAJKi.LiJK	laj:lijk
夫	BdOd.BdOd	bod:bdod
丰	Ci.Ci	ci:cia
抢	DOdYyb.DOYy	doy:doyy
棒	FCoBi.FCBi	fcb:fcbi
發	XsYzQx.XsYQ	x:xyq:xsyq
计	SEd.SEd	sed:seda
误	SJAGd.SJAG	sja:sjag
霸	FvEeQ.FvEQ	feq:fveq
桑	XsXsXsF.XsXF	xxx:xsxf
汗	VAEd.VAEd	vae:vaed
戴	EhKiEaO.EhEO	eke:eheo
横	FEaKiO.FEKO	fe:feko
灰	GdUo.GdUo	guo:gduo
費	YzNdLo.YzNL	ynl:yznl
袋	NHsSRh.NHSR	nhsr
故	EdJMo.EdJM	ejm:edjm
模	FEKGd.FEKG	fekg
艾	EOs.EOs	eos
温	VKLka.VKLk	vkl:vklk
吉	BJ.BJ	bjv:bjvv
宁	WdAi.WdAi	wai:wdai
浙	VDPd.VDPd	vdp:vdpd
野	KBXsXI.KBXI	kbx:kbxi
羽	YtYt.YtYt	yyt:ytyt
圆	JdJLo.JdJL	jjl:jdjl
墨	LkBUoB.LkUB	lbb:lkub
慢	UKLkXs.UKLX	ukl:uklx
貼	LoIdJ.LoIJ	lij:loij
丁	Ai.Ai	ai
盛	HmYLka.HmYL	hl:hyl:hlka:hmyl
额	WdRsJGo.WdJG	wrg:wdjg
松	FOZs.FOZs	foz:fozs
灵	XbUo.XbUo	xuo:xbuo
狼	QmSXo.QmSX	qsx:qmsx
學	NbOsYa.NbOY	noo:nboy
兴	VdAO.VdAO	vao:vdao
载	EhHe.EhHe	ehe:ehhe
顺	NdGo.NdGo	ng:ngo:ndgo
朱	MbKo.MbKo	mko:mbko
溪	VPvZZsGd.VPZG	vpz:vpzg
贵	JIALo.JIAL	jal:jia:jial
状	TiGdS.TiGS	tgs:tigs
示	Bk.Bk	bk
秦	CoMf.CoMf	cmf:comf
酸	FdZsORs.FdOR	fzo:fdor
計	SEd.SEd	sed:seda
姐	ZmLc.ZmLc	zlc:zml:zmlc
杂	QyF.QyF	qf:qyf
优	NGr.NGr	ngr
泪	VL.VL	vlv:vlvv
瘦	TNbXs.TNXs	tnx:tnxs
賣	BLkLo.BLLo	bll:bllo
兵	PdaO.PdaO	pdo:pdao
滚	VSOZsRh.VSZR	vszr
减	TdHmAJ.TdAJ	th:tha:tdaj
义	SOs.SOs	sos
摩	TgFFMd.TgFM	tfm:tgfm
薄	EVFbDs.EVFD	evf:evfd
岛	RzLl.RzLl	rll:rzll
川	Nd.Nd	nd
稿	MfSJLd.MfJL	msj:mfjl
價	NFjLo.NFLo	nfl:nflo
弦	YzSZZs.YzZZ	ysz:yzzz
诺	SEGdJ.SEGJ	seg:segj
割	WdCiJKd.WdJK	wc:wck:wdjk
骑	XGdAiJ.XGAJ	xga:xgaj
田	Ki.Ki	ki
浓	VWwRh.VWRh	vwr:vwrh
體	LwKKdAJUa.LwJU	lkk:lwju
警	ERyJMoS.ERMS	er:erms
兽	UdKiAJ.UdAJ	uka:udaj
冒	KL.KL:KL.KL	klv:klvv
欠	Ro.Ro	ro
禁	FFBk.FFBk	ffb:ffbk
健	NYXbBd.NYXB	nyx:nxby:nyxb
吹	JRo.JRo	jro
苑	ERsYyb.ERYy	eryy
宇	WdAD.WdAD	wda:wdad
争	RXb.RXb	rx:rxb
娘	ZmSXo.ZmSX	zsx:zmsx
乡	ZZm.ZZm	zzm
設	SQx.SQx	sqx:sqxa
功	BiYm.BiYm	bym:biym
评	SAUa.SAUa	sau:saua
裏	SKBRh.SKBR	skb:skbr
虫	I.I	ia:iaa
侠	NBdUo.NBUo	nbu:nbuo
聊	CeRhMY.CeMY	crm:cemy
夹	BdUo.BdUo	buo:bduo
縣	LcAKoMZ.LcMZ	lkm:lcmz
華	EAEbBi.EAEB	eae:eaeb
雄	GdZsNi.GdZN	gzn:gdzn
偏	NWmLd.NWLd	nwl:nwld
敏	MaZyMo.MaZM	mzm:mazm
累	KiZ.KiZ	kiz
餐	IdRsXsOx.IdXO	irx:idxo
询	SRyK.SRK	srk
腿	QWXo.QWXo	qwx:qxw:qwxo
則	LoKd.LoKd	lok:lokd
鸡	XsRz.XsRz	xrz:xsrz
护	DWm.DWm	dwm
珠	CMbKo.CMKo	cmk:cmko
盖	UcLka.UcLk	uclk
锁	PKoLo.PKLo	pkl:pklo
飘	FjBkQdOs.FjQO	fbq:fjqo
勇	XsLdYm.XsLY	xly:xsly
暴	KEaOKv.KEOK	keo:keok
负	RLo.RLo	rlo
复	MaKRs.MaKR	mkr:makr
迎	WRhY.WRY	wry:rhyw
核	FSZOd.FSZO	fsz:fszo
赶	BoAEd.BoAE	bae:boae
签	MOdBdVd.MOBV	mob:mobv
孙	YaKo.YaKo	yko:yako
肥	QYia.QYia	qyi:qyia
億	NSuKWz.NSKW	nsk:nskw
乙	Yda.Yda	yda
脱	QUdJRd.QUJR	qu:quj:qujr
寒	WdEbOTd.WdOT	wet:wdot
充	SZsRd.SZRd	szr:szrd
親	SuFLr.SuFL	sfl:sufl
闻	TlCe.TlCe	tc:tce:tlce
摘	DSULd.DSUL	dsl:dsul
汇	VH.VH	vhv:vhvv
移	MfRsRs.MfRR	mfr:mrr:mfrr
赏	KoWwJLo.KoJL	kwl:kojl
许	SMaEd.SMEd	sme:smed
贝	Lo.Lo	loa:loaa
梁	VYmOF.VYOF	vyf:vyo:vyof
滴	VSULd.VSUL	csu:vsl:vsul
埋	BKB.BKB	bkb
祭	RsBk.RsBk	rbk:rsbk
羊	Uc.Uc	uc
逆	WUaZi.WUZi	wuz:uazw:wuzi
坛	BBdZs.BBZs	bbz:bbzs
夺	GdDs.GdDs	gdd:gdds
額	WdRsJGo.WdJG	wrg:wdjg
犬	GdS.GdS	gds
斜	OdMfTdEd.OdTE	omt:odte
顿	HdZiGo.HdZG	hzg:hdzg
抱	DRy.DRy	dry
泽	VXsBi.VXBi	vxb:vxbi
熟	SJYaQySUo.SJSU	sju:sjqu:sjsu
盤	PyQxLka.PyQL	pql:pyql
舊	ENiNb.ENNb	enn:ennb
弹	YzUdKEd.YzKE	yu:yuk:yzke
息	NlWz.NlWz	nwz:nlwz
洲	VVdNd.VVNd	vv:vvnd
赤	BNdO.BNO	bno
响	JNlJ.JNJ	jnj
妮	ZmXmRr.ZmXR	zxr:zmxr
萬	EKLdZs.EKLZ	eklz
虹	IBi.IBi	ibi
杰	FUo.FUo	fuo
經	ZHdBi.ZHBi	z:zhbi
斗	TdEd.TdEd	te:ted:tded
际	YBk.YBk	ybk
企	OdIi.OdIi	oii:odii
樓	FKjZm.FKZm	fkz:fkzm
驱	XHOs.XHOs	xho:xhos
墙	BBUdJdJ.BBJJ	beu:bbjj:bejj
腰	QFjZm.QFZm	qfv:qfz:qfzm
链	PWHe.PWHe	phw:pwh:pwhe
炎	UoUo.UoUo	uu:uuo:uouo
众	OdOdOd.OdOO	ooo:odoo
凯	LlYyQd.LlYQ	lyq:llyq
摇	DPvMaEdZi.DPEZ	dpm:dpez
爸	OOsYia.OOYi	ooy:ooyi
饮	OxRo.OxRo	oro:oxro
启	WmJ.WmJ	wj:wmj
始	ZmZsJ.ZmZJ	zzj:zmzj
沉	VWwQd.VWQd	vwq:vwqd
島	RzLl.RzLl	rll:rzll
帶	EaWwLi.EaWL	ewl:eawl
略	KiRsJ.KiRJ	krj:kirj
蒙	EWwAGq.EWAG	ewa:ewag
喊	JHmAJ.JHAJ	jha:jhaj
紅	ZBi.ZBi	zbi:zbia
幫	BBDsNkLi.BBNL	bbd:bbnl
残	ARsHm.ARHm	arh:arhm
玄	SZZs.SZZs	szzs
醒	FdKMc.FdKM	fdk:fkm:fdkm
杜	FB.FB	fbv:fbvv
造	WMbJ.WMJ	mjw:wmj:mbjw
铝	PJJ.PJJ	pjj:pjja
须	PdGo.PdGo	pg:pdgo
洋	VUc.VUc	vu:vuc
湿	VKKu.VKKu	vkk:vkku
抗	DSQd.DSQd	dsq:dsqd
救	DVSMo.DVSM	dvm:dvsm
滑	VLw.VLw	vlw
突	WoGdS.WoGS	wgs:wog:wogs
谷	OOJ.OOJ	ooj
侧	NLoKd.NLKd	nlk:nlkd
简	MTlK.MTK	mtk
讀	SBLkLo.SBLL	sbl:sbll
枫	FQdOs.FQOs	fqo:fqos
桌	IdKF.IdKF	ikf:idkf
趣	BoCeXs.BoCX	bcx:bocx
举	VdAOBi.VdOB	vab:vdob
單	JJKEd.JJKE	jjk:jjke
紙	ZRh.ZRh	zrh:zrha
熱	BOBQySUo.BOSU	bou:boqu:bosu
渡	VTgEaXs.VTEX	vt:vte:vtv:vtex
亲	SuF.SuF	suf
宿	WdNANk.WdAN	wna:wdan
托	DMHd.DMHd	dmh:dmhd
當	KoWwJKi.KoJK	kwj:kojk
陶	YRyMaEdZi.YREZ	yrez
魚	R.R	raa
司	YAJ.YAJ	yaj
疑	RrMaXsXIi.RrXI	rmx:rrxi
碰	GUaKu.GUKu	gu:guk:guku
魂	BdZsNj.BdZN	bzn:bdzn
塞	WdEbOB.WdOB	wdo:web:wdob
頃	RrGo.RrGo	rgo:rrgo
麦	CiRs.CiRs	cirs
丹	QS.QS	qsv:qsvv
御	OiMaAIiY.OiIY	oma:ome:oiiy
碗	GWdRsYyb.GWRY	gwr:gwry
董	EMeKB.EMKB	emkb
寫	WdNbRyUo.WdRU	wnr:wdru:wdyu
固	JdEdJ.JdEJ	jej:jdej
政	AIiMo.AIMo	aim:aimo
動	MeKBYm.MeBY	mkb:meby
补	WtId.WtId	wi:wid:wtid
骨	Lw.Lw	lw
盟	KQLka.KQLk	kql:kqlk
柱	FSC.FSC	fsc
碟	GEaZF.GEZF	gef:gezf
呼	JMUa.JMUa	jmu:jmua
淡	VUoUo.VUUo	vuu:vuuo
剧	XmEdJKd.XmJK	xek:xmjk
饭	OxPdXs.OxPX	opx:oxpx
幾	ZZHsOd.ZZHO	zzh:zzho
昨	KMaId.KMId	kmi:kmid
汽	VMy.VMy	vmy
扣	DJ.DJ	djv:djvv
純	ZHdZi.ZHZi	zhz:zhzi
豆	AJUa.AJUa	aju:ajua
良	SXo.SXo	sxo
魏	MfZmNj.MfZN	mzn:mfzn
猛	QmYaLka.QmYL	qyl:qmyl
避	WXmJSe.WXJS	wxj:wxjs:xmsw
郑	UaGdY.UaGY	ugy:uagy
够	RyJRsRs.RyRR	rjr:ryrr
巨	HX.HX	hx:hxvv
忘	ShWz.ShWz	sw:swz:shwz
协	EdYmO.EdYO	edy:edyo
宏	WdGdZs.WdGZ	wgz:wdgz
呆	JF.JF:JF.JF	jfv:jfvv
旁	SuWwSyi.SuWS	suw:suws
止	Ii.Ii	ii
處	IhRsQd.IhRQ	irq:ihrq
拔	DGdXsS.DGXS	dgx:dgxs
摆	DLkBZs.DLBZ	dlb:dlbz
暨	XoHRdKA.XoKA	xhk:xoka
硕	GGo.GGo	ggo:ggoa
棋	FEc.FEc	fec
盈	YMXsLka.YMXL	ymx:ymxl
糖	UfTgXbJ.UfXJ	utx:ufxj
誌	SBWz.SBWz	sbw:sbwz
涨	VYzCh.VYCh	vyc:vych
串	JJI.JJI	jji:jjv
仪	NSOs.NSOs	nsos
浅	VHm.VHm	vhm
碎	GSOdOdEd.GSOE	gso:gsoe
钢	PLd.PLd	pl:pld
隊	YUdGq.YUGq	yug:yugq
刊	AEdKd.AEKd	aek:aekd
雲	FvBdZs.FvBZ	fbz:fvbz
佛	NYzNd.NYNd	nyn:nynd
艺	EYda.EYda	eyd:eyda
躲	NcQdF.NcQF	nq:nqf:ncqf
師	MYALi.MYAL	myal
刻	SZOdKd.SZOK	sok:szo:szok
育	SZsQ.SZQ	szq
希	OsGdLi.OsGL	ogl:osgl
腾	QUbX.QUX	qux
鼻	NlKiANd.NlAN	nlan
监	KdMLka.KdML	kml:kdml
领	OdWGo.OdWG	og:owg:odwg
返	WPdXs.WPXs	pxw:wpx:pdxw:wpxs
裙	WtXmaJ.WtXJ	wtx:wtxj
辣	SeFJ.SeFJ	sfj:sefj
慧	CiCiXbWz.CiXW	ccx:cixw
泉	NkKv.NkKv	nkv:nkkv
妇	ZmXb.ZmXb	zxb:zmxb
牙	Hi.Hi	hi
失	MbOd.MbOd	mo:mod:mbod
典	LdEO.LdEO	leo:ldeo
缓	ZPvAGdXs.ZPGX	zpa:zpgx
凉	TdSJKo.TdJK	tsj:tdjk
胖	QUb.QUb	qub
萨	EYSuM.EYSM	eys:eysm
離	SOsZiLdZsNi.SOZN	soz:sozn
泛	VMW.VMW	vmw
耗	CkMh.CkMh	cm:cmh:ckmh
邊	WNlWoSy.WNWS	wnw:nksw:wnws
遍	WWmLd.WWLd	wlw:wwl:wmlw:wwld
跌	JiMbOd.JiMO	jmo:jimo
乳	PvYaZ.PvYZ	pyz:pvyz
探	DWWOF.DWOF	dwo:dwof
掌	KoWwJMd.KoJM	kojm
乘	MfTiRr.MfTR	mtr:mftr
扎	DZ.DZ	dzv:dzvv
狠	QmXo.QmXo	qx:qxo:qmxo
礼	WsZ.WsZ	wsz
門	Xd.Xd	xd
俩	NALdOdOd.NAOO	nal:naoo
洛	VRsJ.VRJ	vrj
郭	SJYaY.SJYY	sjyy
膜	QEKGd.QEKG	qe:qekg
守	WdDs.WdDs	wdd:wds:wdds
父	OOs.OOs	oos
総	ZOZsWz.ZOZW	zozw
龍	Si.Si	sia
裤	WtTgHe.WtTH	wth:wtth
兼	UaXk.UaXk	uxk:uaxk
赢	ShJQLoQda.ShLQ	sjq:shlq
伟	NBiY.NBY	nby
冊	LdE.LdE	lde
孩	YaSZOd.YaZO	yso:ysz:yazo
蔡	ERsBk.ERBk	erb:erbk
财	LoDM.LoDM	ldm:lodm
己	Yy.Yy	yy
轉	FkFkDs.FkFD	ffd:fkfd
旗	SyMaEc.SyME	syme
嫁	ZmWdGq.ZmWG	zwg:zmwg
恶	AKuWz.AKWz	akw:akwz
练	ZHYO.ZHYO	zhy:zhyo
聽	CeMBEdLkAWz.CeAW	cce:ceaw
抽	DKia.DKia	dki:dkia
肩	WmQ.WmQ	wq:wmq
尤	Gr.Gr	gr
勾	RyZs.RyZs	rzs:ryzs
览	KdMLo.KdML	kml:kdml
旺	KC.KC	kcv:kcvv
麻	TgFF.TgFF	tff:tgff
視	WsLr.WsLr	wlr:wslr
恒	UBdK.UBK	ubk
蜀	LkRyI.LkRI	lri:lkri
韵	SuKRyTd.SuRT	surt
晨	KGh.KGh	kgh
凭	NMBQd.NMBQ	nmq:nmbq
婚	ZmRhK.ZmRK	zmrk
飛	YdaTdYdaTdANd.YdaN	yty:ydan
娃	ZmBB.ZmBB	zbb:zmbb
曼	KLkXs.KLXs	klx:klxs
烧	UoHmGr.UoHG	uhg:uohg
燕	EaTiJRrUo.EaRU	ejt:etj:earu
鼎	LZiNx.LZNx	lzn:lznx
效	SOOsMo.SOOM	som:soom
哇	JBB.JBB	jbb
揭	DKRy.DKRy	dkr:dkry
艳	CiRYia.CiRY	cry:ciry
黃	EaAKiaO.EaKO	eko:eako
奶	ZmYM.ZmYM	zmym
